symbol,sector,industry,longName,volume,profitMargins,sharesOutstanding,regularMarketPreviousClose,trailingPE,priceToBook
6866.HK,Financial Services,Credit Services,Zuoli Kechuang Micro-finance Company Limited,16000,0.5687,300000000,0.455,2.9193428,2.2087379
6868.HK,Consumer Defensive,Packaged Foods,Tenfu (Cayman) Holdings Company Limited,103000,0.15902,1110840064,5.99,23.95286,23.166023
6869.HK,Technology,Communication Equipment,Yangtze Optical Fibre And Cable Joint Stock Limited Company,329000,0.11243,351567008,13.32,5.9194045,7.918416
6877.HK,Financial Services,Capital Markets,KVB Kunlun Financial Group Limited,385000,0.0,2033289984,0.3,,1.255144
6878.HK,Financial Services,Credit Services,Differ Group Holding Company Limited,1004000,0.51399,6363389952,0.44,18.881182,10.238095
6880.HK,Consumer Cyclical,Leisure,Tempus Holdings Limited,54000,-0.118240006,349260992,0.85,,0.8583247
6881.HK,Financial Services,Capital Markets,"China Galaxy Securities Co., Ltd.",2576500,0.3132,3690980096,4.12,8.85427,4.2768593
6882.HK,Consumer Cyclical,Travel Services,EGL Holdings Company Limited,218000,0.0134000005,502449984,0.465,8.18662,0.67982453
6885.HK,Basic Materials,Coking Coal,Henan Jinma Energy Company Limited,43000,0.09807,135420992,3.25,,6.487524
6886.HK,Financial Services,Capital Markets,"Huatai Securities Co., Ltd.",4017000,0.3328,1719049984,12.34,8.045836,6.407767
6888.HK,Industrials,Infrastructure Operations,Freetech Road Recycling Technology (Holdings) Limited,80000,-0.39143002,1079000064,0.18,4.1133003,0.26848873
6889.HK,Consumer Cyclical,Gambling,"DYNAM JAPAN HOLDINGS Co., Ltd.",49400,0.08821999,765985984,10.24,12.054175,6.058091
6890.HK,Basic Materials,Steel,KangLi International Holdings Limited,576000,0.03292,606252032,1.07,,7.278912
6893.HK,Consumer Defensive,Household & Personal Products,Hin Sang Group (International) Holding Co. Ltd.,16000,0.0523,1091800064,0.66,68.75,1.8911176
6896.HK,Healthcare,Drug Manufacturers—Specialty & Generic,Golden Throat Holdings Group Company Limited,30000,0.15664,739302016,1.21,,5.927835
6898.HK,Consumer Cyclical,Packaging & Containers,China Aluminum Cans Holdings Limited,6000,0.0805,934179008,0.465,4.891304,1.2396693
6899.HK,Communication Services,Electronic Gaming & Multimedia,Ourgame International Holdings Limited,289000,-1.00522,1093360000,0.41,,2.4117646
6908.HK,Industrials,Electrical Equipment & Parts,HongGuang Lighting Holdings Company Limited,10000,0.10017,400000000,0.71,,
8001.HK,Financial Services,Credit Services,Orient Securities International Holdings Limited,36000,-0.00187,432000000,0.19,,0.2773925
8003.HK,Basic Materials,Lumber & Wood Production,Great World Company Holdings Ltd,1116000,-0.03938,2368940032,0.04,,1.3448277
8005.HK,,,Yuxing InfoTech Investment Holdings Limited,38000,,,0.32,,
8006.HK,Communication Services,Publishing,Sino Splendid Holdings Limited,42950,-0.23908001,385820992,0.131,,0.29864255
8007.HK,Basic Materials,Copper,Global Strategic Group Limited,1710000,-0.19219999,1303440000,0.425,,8.829787
8009.HK,Technology,Electronics & Computer Distribution,Chinese Energy Holdings Limited,50000,0.01059,58901000,0.35,,0.05989421
8011.HK,Energy,Oil & Gas E&P,Polyard Petroleum International Group Limited,40000,0.0,2937540096,0.125,,3.3
8016.HK,Technology,Electronics & Computer Distribution,Changhong Jiahua Holdings Limited,14000,0.01117,1454649984,0.66,6.279734,0.9510087
8017.HK,Technology,Software—Infrastructure,TradeGo FinTech Limited,44000,-0.03483,500000000,0.43,,3.7499998
8018.HK,Technology,Software—Application,Finsoft Financial Investment Holdings Limited,3590000,-0.28895,1260579968,0.046,17.667845,0.33112586
8019.HK,Financial Services,Credit Services,Hao Wen Holdings Limited,30000,-0.24180001,1788780032,0.027,,0.962963
8020.HK,Financial Services,Capital Markets,Unitas Holdings Limited,110000,-0.23990999,2472960000,0.047,,1.8076922
8021.HK,Industrials,Engineering & Construction,WLS Holdings Limited,2680000,-0.31303,14367099904,0.021,,0.46666664
8022.HK,Industrials,Conglomerates,Evershine Group Holdings Limited,3684000,-1.77735,1803539968,0.029,,0.42647055
8023.HK,Industrials,Engineering & Construction,Kwong Man Kee Group Limited,36000,0.04249,600000000,0.34,,2.518797
8025.HK,Financial Services,Asset Management,Asian Capital Resources (Holdings) Limited,62000,0.0,1761830016,0.096,,
8026.HK,Consumer Cyclical,Luxury Goods,China Brilliant Global Limited,972000,-0.57393,1450960000,0.76,37.823833,9.240506
8028.HK,Basic Materials,Other Industrial Metals & Mining,Timeless Software Limited,100000,-0.25002,2812879872,0.031,,0.8611111
8029.HK,Consumer Cyclical,Gambling,Sun International Group Limited,1825000,-0.77514,2171729920,0.295,,7.5000005
8030.HK,Financial Services,Mortgage Finance,Flying Financial Service Holdings Limited,5670000,0.71709,1731430016,0.106,1.5725836,1.3417721
8031.HK,Industrials,Staffing & Employment Services,ETS Group Limited,4000,0.07245,280000000,0.43,29.285713,0.9624413
8032.HK,Consumer Cyclical,Leisure,Viva China Holdings Limited,450000,1.19375,8864329728,0.49,71.014496,1.3535912
8033.HK,Technology,Communication Equipment,Vodatel Networks Holdings Limited,190000,0.01006,614435008,0.153,,0.41158536
8036.HK,Technology,Software—Application,eBroker Group Limited,400000,-0.04483,1230000000,0.17,,2.6984127
8037.HK,,,China Biotech Services Holdings Limited,520000,,,1.22,,
8041.HK,Consumer Cyclical,Apparel Manufacturing,Luxey International (Holdings) Limited,200000,0.05132,6828769792,0.072,,
8042.HK,Industrials,Staffing & Employment Services,KOS International Holdings Limited,150000,-0.06757,800000000,0.05,,0.9803922
8043.HK,Technology,Communication Equipment,Atlinks Group Limited,2805000,-0.053460002,400000000,0.126,,4.3448277
8045.HK,Technology,Electronics & Computer Distribution,Jiangsu NandaSoft Technology Company Limited,6000,-0.09843001,505200000,0.067,,6.9
8047.HK,Industrials,Integrated Freight & Logistics,China Ocean Fishing Holdings Limited,14864000,0.059159998,4225959936,0.135,,0.48913047
8048.HK,Technology,Software—Application,Yu Tak International Holdings Limited,72000,-0.20297001,1947689984,0.072,,1.2333333
8049.HK,Healthcare,Drug Manufacturers—Specialty & Generic,Jilin Province Huinan Changlong Bio-pharmacy Company Limited,104000,0.24723,172500000,0.92,2.8075402,3.183391
8050.HK,Technology,Information Technology Services,Quantum Thinking Limited,50000,0.0,1356249984,0.3,,15.7894745
8051.HK,Industrials,Security & Protection Services,CircuTech International Holdings Limited,173200,-0.02554,23434000,8.9,,1.5899804
8052.HK,Consumer Cyclical,Resorts & Casinos,Luk Hing Entertainment Group Holdings Limited,5670000,-0.04408,1800000000,0.04,,0.9111111
8053.HK,Basic Materials,Specialty Chemicals,Pizu Group Holdings Limited,780000,0.118090004,3558729984,0.4,6.5904374,25
8055.HK,Consumer Defensive,Education & Training Services,China E-Information Technology Group Limited,424000,-2.0793,3751300096,0.119,,3.3055558
8056.HK,Consumer Cyclical,Restaurants,Life Concepts Holdings Limited,10000,-0.07767,810249984,0.19,,1.8095238
8057.HK,Consumer Defensive,Beverages—Wineries & Distilleries,Madison Holdings Group Limited,60000,-2.1586502,5192730112,0.205,,204.99998
8059.HK,Industrials,Engineering & Construction,Glory Flame Holdings Limited,525000,-0.94916,1010600000,0.14,,1.5730337
8060.HK,Technology,Software—Application,Global Link Communications Holdings Limited,50000,-0.26372,3263810048,0.035,,0.81395346
8062.HK,Technology,Software—Infrastructure,EFT Solutions Holdings Limited,10000,-0.01567,480000000,0.162,,0.75
8063.HK,Consumer Cyclical,Travel Services,Global Mastermind Holdings Limited,350000,-1.21428,4262870016,0.039,,0.28082192
8065.HK,Industrials,Infrastructure Operations,KML Technology Group Limited,280000,0.07785,400000000,0.245,,0.6515958
8066.HK,Energy,Oil & Gas Refining & Marketing,Phoenitron Holdings Limited,10000,0.25305,525347008,0.2,62.305298,1.3422818
8067.HK,Real Estate,Real Estate Services,Oriental University City Holdings (H.K.) Limited,1873000,0.40602002,180000000,1.3,4.903625,1.349948
8069.HK,Consumer Cyclical,Travel Services,WWPKG Holdings Company Limited,125000,-0.09478,400000000,0.99,,7
8070.HK,Technology,Electronic Components,Keen Ocean International Holding Limited,30000,-0.01587,200000000,0.193,,0.71217716
8071.HK,Financial Services,Credit Services,China Netcom Technology Holdings Limited,135000,0.42240003,4671029760,0.032,,2.0625
8072.HK,Financial Services,Capital Markets,Roma Group Limited,2095250,-0.73240995,135020000,0.22,13.850414,0.056050956
8073.HK,Technology,Electronic Components,China Singyes New Materials Holdings Limited,80000,0.12758,520000000,0.62,,10.163935
80737.HK,Industrials,Infrastructure Operations,Shenzhen Investment Holdings Bay Area Development Company Limited,15000,128.65318,0,3.35,,2.1364796
8075.HK,Communication Services,Entertainment,Media Asia Group Holdings Limited,12000,-0.25631002,2136060032,0.057,,0.5588235
8076.HK,Technology,Software—Application,Sing Lee Software (Group) Limited,100000,0.29927,1317240064,0.173,7.885141,57.666664
8078.HK,Communication Services,Entertainment,China Creative Digital Entertainment Limited,216000,0.0,271408000,0.093,,0.1568
8079.HK,Consumer Defensive,Grocery Stores,Easy Repay Finance & Investment Limited,270000,-0.27396,218894000,0.265,1.5666666,0.12460233
8080.HK,Industrials,Industrial Distribution,North Asia Strategic Holdings Limited,172000,0.03828,272580992,0.61,,0.15993708
8081.HK,Technology,Information Technology Services,Hang Tai Yue Group Holdings Limited,160000,-0.29499,5336240128,0.024,,0.2962963
8082.HK,Consumer Cyclical,Personal Services,Sage International Group Limited,34000,-0.20489,1217799936,0.67,,7.951808
8083.HK,Technology,Electronics & Computer Distribution,China Youzan Limited,6880000,-0.28093,15465799680,0.455,,1.542373
8085.HK,Technology,Electronics & Computer Distribution,Hong Kong Life Sciences and Technologies Group Limited,208000,-0.24675,5688399872,0.01,,0.20408164
8086.HK,,,Sino Vision Worldwide Holdings Limited,6024000,,,0.129,,
8087.HK,Communication Services,Entertainment,China 33 Media Group Limited,540000,-0.25355,5760000000,0.019,,1.6666666
8088.HK,,,AID Life Science Holdings Limited,40000,,,0.084,,
8089.HK,Consumer Defensive,Food Distribution,Chinese Strategic Holdings Limited,937800,0.0,281096000,0.25,,0.3090909
8090.HK,Financial Services,Credit Services,China Assurance Finance Group Limited,40010000,0.0,,0.041,,
8091.HK,Communication Services,Advertising Agencies,OOH Holdings Limited,50000,0.01546,720000000,0.044,,0.50574714
8092.HK,Technology,Communication Equipment,ITE (Holdings) Limited,2532000,-0.03679,925507968,0.033,82.5,2.5384614
8093.HK,Communication Services,Advertising Agencies,Million Stars Holdings Limited,200000,-0.11833,400000000,0.275,,0.52380955
8095.HK,Industrials,Security & Protection Services,Beijing Beida Jade Bird Universal Sci-Tech Company Limited,391000,0.47191003,678720000,0.82,6.73069,3.9613526
8098.HK,Financial Services,Capital Markets,CL Group (Holdings) Limited,10000,0.23214,2200000000,0.073,12.280702,0.6730769
8100.HK,Technology,Information Technology Services,GET Holdings Limited,36000,-0.35137,444448000,0.4,,0.52287585
8101.HK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",EJE (Hong Kong) Holdings Limited,2708000,-0.24259001,2892000000,0.137,3,1.4226804
8103.HK,Technology,Information Technology Services,hmvod Limited,8000,-0.54847,142256992,0.126,,
8105.HK,Consumer Defensive,Education & Training Services,Kingsley Edugroup Limited,425000,0.045619998,800000000,0.52,,25.238094
8106.HK,Technology,Electronics & Computer Distribution,Shenghua Lande Scitech Limited,13075000,0.02343,262124992,0.248,,9.999999
8107.HK,Consumer Cyclical,Apparel Manufacturing,Vision International Holdings Limited,10000,0.11918,1000000000,0.071,,1.0142857
8108.HK,Consumer Cyclical,Personal Services,Grand Peace Group Holdings Limited,266000,-0.8628,922718976,0.053,,0.15963855
8109.HK,Financial Services,Insurance Brokers,Kirin Group Holdings Limited,180000,-0.47151002,221684000,0.34,,0.73170733
8111.HK,Technology,Solar,China Technology Solar Power Holdings Limited,90000,-0.24379,1835229952,0.078,,2.4117646
8112.HK,,,Cornerstone Financial Holdings Limited,264000,,,0.026,,
8113.HK,Technology,Electronic Components,Hi-Level Technology Holdings Limited,720,-0.00032000002,652769984,0.295,,1.3169641
8115.HK,Industrials,Specialty Industrial Machinery,"Shanghai Qingpu Fire-Fighting Equipment Co., Ltd.",40000,-0.06822,55560000,0.53,,7.910447
8117.HK,Energy,Oil & Gas Midstream,China Primary Energy Holdings Limited,20000,-0.01518,1023990016,0.31,,0.8010336
8118.HK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Bortex Global Limited,8000,0.14991,500000000,0.405,,1.5810277
8119.HK,Technology,Software—Application,Thiz Technology Group Limited,860000,-0.17929001,280750016,0.265,,0.97785974
8120.HK,Consumer Defensive,Farm Products,China Demeter Financial Investments Limited,440000,-0.62477,153028992,0.255,,0.17745303
8121.HK,Communication Services,Advertising Agencies,Guru Online (Holdings) Limited,610000,-0.11229999,1667200000,0.032,,1.0303031
8123.HK,Financial Services,Capital Markets,Sinofortune Financial Holdings Limited,198000,-0.43415,7748960256,0.013,,0.34210527
8125.HK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Royal Century Resources Holdings Limited,200000,-0.71932,522600000,0.067,,0.30476192
8126.HK,Consumer Cyclical,Auto & Truck Dealerships,G.A. Holdings Limited,4000,0.01417,476300000,0.415,8.982684,0.321955
8128.HK,Industrials,Engineering & Construction,China Geothermal Industry Development Group Limited,16000,-1.98114,4276930048,0.052,,0.2
8130.HK,Communication Services,Advertising Agencies,Dadi International Group Limited,1000000,-0.04202,3564950016,0.172,,1.2222222
8131.HK,Technology,Software—Application,abc Multiactive Limited,40000,-0.54322,301108000,0.084,,
8132.HK,Energy,Oil & Gas Refining & Marketing,China Oil Gangran Energy Group Holdings Limited,3977000,-0.36973998,380020000,0.156,Infinity,0.48297212
8133.HK,Industrials,Metal Fabrication,Jete Power Holdings Limited,19540000,-0.19036,3500000000,0.02,,2
8135.HK,Consumer Cyclical,Auto Parts,ZMFY Automobile Glass Services Limited,415000,0.03896,793200000,0.445,22.242443,11.578948
8136.HK,Industrials,Electrical Equipment & Parts,IMS Group Holdings Limited,720000,0.13146,1000000000,0.093,,1.3098592
8137.HK,Industrials,Electrical Equipment & Parts,Honbridge Holdings Limited,2000,3.86979,9854529536,0.495,5.945303,1.0799136
8139.HK,Basic Materials,Chemicals,"Zhejiang Chang'an Renheng Technology Co., Ltd.",147500,0.02639,14400000,2.89,,6.808511
8140.HK,Basic Materials,Steel,BOSA Technology Holdings Limited,190000,0.037100002,800000000,1.19,,12.903226
8142.HK,Industrials,Farm & Heavy Construction Machinery,Tak Lee Machinery Holdings Limited,630000,0.067389995,1000000000,0.265,,0.72404367
8143.HK,Healthcare,Medical Care Facilities,Good Fellow Healthcare Holdings Limited,108000,-0.113529995,2818249984,0.065,,1.547619
8146.HK,Consumer Defensive,Beverages—Wineries & Distilleries,Grace Wine Holdings Limited,1190000,-0.00332,800000000,0.27,26.94611,5.8695655
8147.HK,Technology,Consumer Electronics,Millennium Pacific Group Holdings Limited,56000,0.0035499998,891875008,0.065,,1.9687499
8148.HK,Technology,Information Technology Services,Aurum Pacific (China) Group Limited,3480000,-0.72994006,1272640000,0.026,,0.13684212
8149.HK,Industrials,Conglomerates,Altus Holdings Limited,50000,0.30663002,799699968,0.275,,0.47743058
8150.HK,Industrials,Electrical Equipment & Parts,Seamless Green China (Holdings) Limited,320000,-0.07011,1572519936,0.05,,1.6129032
8151.HK,Basic Materials,Specialty Chemicals,Bao Shen Holdings Limited,100000,0.01555,420000000,0.163,,4.935484
8152.HK,Industrials,Industrial Distribution,M&L Holdings Group Limited,10000,-0.01841,600000000,0.121,,0.63829786
8153.HK,Communication Services,Broadcasting,Code Agriculture (Holdings) Limited,17145000,-1.65029,4218340096,0.051,,
8155.HK,Real Estate,Real Estate—Development,South China Assets Holdings Limited,8000,-0.78992,11178500096,0.015,,16
8156.HK,Consumer Cyclical,Gambling,Sinopharm Tech Holdings Limited,1470000,-0.43041,4108859904,0.238,,26.88889
8158.HK,Healthcare,Biotechnology,China Regenerative Medicine International Limited,245000,0.0,879289024,0.25,,0.41666666
8159.HK,Technology,Computer Hardware,Glory Mark Hi-Tech (Holdings) Limited,5000,0.03126,640000000,0.188,85.454544,0.9740932
8160.HK,Consumer Defensive,Education & Training Services,Goldway Education Group Limited,324000,-0.123730004,522000000,0.112,,1.482353
8162.HK,Financial Services,Capital Markets,Loco Hong Kong Holdings Limited,820000,-0.16054001,576169984,0.79,,5.2666664
8163.HK,Industrials,Conglomerates,Merdeka Financial Group Limited,20000,-0.15416001,244808992,0.111,,
8166.HK,Industrials,Integrated Freight & Logistics,China Eco-Farming Limited,2040000,-2.88523,932552000,0.031,,0.08547008
8167.HK,Communication Services,Telecom Services,Neo Telemedia Limited,102000,-0.080649994,9522180096,0.094,20.465115,0.69291335
8168.HK,Financial Services,Capital Markets,Amasse Capital Holdings Limited,70000,-0.09175,1000000000,0.107,,2.3333333
8169.HK,Industrials,Pollution & Treatment Controls,Eco-Tek Holdings Limited,510000,0.01779,649539968,0.091,12.133333,0.59090906
8171.HK,Technology,Electronics & Computer Distribution,China Trends Holdings Limited,3360000,-0.02073,42716098560,0.01,,3.3333333
8172.HK,Communication Services,Entertainment,Lajin Entertainment Network Group Limited,40000,0.0,4209129984,0.098,,0.6993007
8173.HK,Basic Materials,Other Industrial Metals & Mining,Union Asia Enterprise Holdings Limited,1600000,-2.10095,1221049984,0.079,,
8175.HK,Communication Services,Entertainment,China Digital Culture (Group) Limited,42410000,-0.24365,2018739968,0.094,,0.22117646
8176.HK,,,SuperRobotics Limited,240000,,,2.9,,
8178.HK,Technology,Software—Infrastructure,China Information Technology Development Limited,148800,-2.5253,5722160128,0.084,,1.1830986
8179.HK,Consumer Defensive,Packaged Foods,Food Idea Holdings Limited,96080,-0.15055001,414931008,0.29,,0.21449703
8181.HK,Real Estate,Real Estate Services,Shi Shi Services Limited,312000,0.100559995,1026350016,0.33,18.88889,1.1929824
8183.HK,Consumer Cyclical,Apparel Manufacturing,Speed Apparel Holding Limited,905000,0.06463,500000000,0.58,,2.3265305
8186.HK,Basic Materials,Lumber & Wood Production,IR Resources Limited,20000,-0.83914,145440000,0.13,,0.7810651
8187.HK,Consumer Cyclical,Footwear & Accessories,Jimu Group Limited,215000,0.01684,480000000,0.52,,5.2380953
8188.HK,Industrials,Engineering & Construction,GME Group Holdings Limited,408000,-0.35878,487808000,0.175,,1.2237761
8189.HK,Basic Materials,Agricultural Inputs,Tianjin TEDA Biomedical Engineering Company Limited,10000,-0.36143002,1196999936,0.13,,3.5135133
8190.HK,Financial Services,Asset Management,Combest Holdings Limited,300000,-0.14652,3841499904,0.024,,0.6486486
8191.HK,Basic Materials,Lumber & Wood Production,Hong Wei (Asia) Holdings Company Limited,3918000,-0.21472,832603008,0.24,6.593406,0.6315789
8192.HK,Financial Services,Capital Markets,Global Token Limited,1224000,-0.72903997,1036380032,0.031,,0.16402116
8193.HK,Financial Services,Capital Markets,Asia-Pac Financial Investment Company Limited,37500,-1.68554,582956032,0.26,,0.7084468
8195.HK,Consumer Cyclical,Apparel Manufacturing,L & A International Holdings Limited,360000,-0.08748,1280000000,0.14,,1.9078947
8196.HK,Industrials,Waste Management,Great Water Holdings Limited,16000,-0.20851,300000000,0.69,4.051333,5.714286
8198.HK,Consumer Cyclical,Gambling,Loto Interactive Limited,84000,-1.1344,3158599936,0.097,,0.89285713
8199.HK,Consumer Cyclical,Personal Services,China Wan Tong Yuan (Holdings) Limited,40000,0.42938,1000000000,0.34,,17.941175
8200.HK,Consumer Defensive,Household & Personal Products,Sau San Tong Holdings Limited,12000,-0.027560001,750494016,0.096,,0.081081085
8201.HK,Industrials,Waste Management,PPS International (Holdings) Limited,5000,0.04277,540000000,0.164,,0.41102758
8202.HK,Communication Services,Advertising Agencies,Inno-Tech Holdings Limited,160000,0.0,1128120064,0.012,,
8203.HK,Basic Materials,Coking Coal,Kaisun Holdings Limited,1000,-0.30247998,576566016,0.169,1.5378729,0.30089822
8205.HK,Technology,Software—Application,Shanghai Jiaoda Withub Information Industrial Company Limited,60000,0.05827,0,0.2,14.886491,12.5
8206.HK,Industrials,Specialty Business Services,Shentong Robot Education Group Company Limited,26000,0.14058,1895699968,0.236,7.6451616,1.7173914
8207.HK,Financial Services,Credit Services,Chong Sing Holdings FinTech Group Limited,133084000,-0.40979,23141300224,0.012,,0.3076923
8208.HK,Industrials,Engineering & Construction,WMCH Global Investment Limited,534000,-0.01316,0,0.38,,2.2699387
8210.HK,Financial Services,Capital Markets,DLC Asia Limited,10000,0.01227,800000000,0.143,715.00006,1.3240741
8211.HK,Consumer Cyclical,Textile Manufacturing,"Zhejiang Yongan Rongtong Holdings Co., Ltd.",50000,-0.10163999,475500000,0.16,,3.8095238
8212.HK,Financial Services,Capital Markets,Celebrate International Holdings Limited,64052000,0.0,1533650048,0.021,,0.45652172
8213.HK,Consumer Cyclical,Restaurants,StarGlory Holdings Company Limited,700000,-0.3444,4166170112,0.055,,
8217.HK,Industrials,Engineering & Construction,Luen Wong Group Holdings Limited,320000,-0.13277,1248000000,0.064,,1.3913044
8218.HK,Technology,Scientific & Technical Instruments,Echo International Holdings Group Limited,20,-0.03399,1020000000,0.028,,0.9333334
8219.HK,Consumer Cyclical,Luxury Goods,Hanvey Group Holdings Limited,80000,-0.00808,1000000000,0.11,,1.6619718
8220.HK,Communication Services,Entertainment,Bingo Group Holdings Limited,160000,-0.75123,855385024,0.078,,1.2222222
8221.HK,Financial Services,Capital Markets,PF Group Holdings Limited,120000,0.18124,2000000000,0.06,,0.4285714
8223.HK,Financial Services,Credit Services,Ziyuanyuan Holdings Group Limited,248000,0.39001998,400000000,1.03,,9.272727
8225.HK,Healthcare,Medical Care Facilities,China Health Group Inc.,40000,0.38764998,992771968,0.095,,
8226.HK,Financial Services,Capital Markets,KOALA Financial Group Limited,448000,-0.00082,2783360000,0.025,,0.2747253
8227.HK,Technology,Communication Equipment,"Xi'an Haitian Antenna Technologies Co., Ltd.",39000,-0.54497004,645764992,2.11,,420
8228.HK,Consumer Cyclical,Leisure,National Arts Entertainment and Culture Group Limited,620000,-2.5772698,4948170240,0.194,,13.066667
8229.HK,Technology,Information Technology Services,Future Data Group Limited,130000,-0.00546,400000000,0.16,,0.5371621
8230.HK,Technology,Electronic Components,China Yu Tian Holdings Limited,25000,0.08274,,0.28,,
8232.HK,Consumer Cyclical,Restaurants,Classified Group (Holdings) Limited,60000,-0.18568,446000000,0.097,,0.49484536
8235.HK,Technology,Information Technology Services,CCID Consulting Company Limited,300000,0.16510001,209000000,0.4,8.56843,13.793104
8236.HK,Technology,Electronics & Computer Distribution,Powerleader Science & Technology Group Limited,30000,0.01758,60750000,1.8,12.360344,2.252816
8237.HK,Consumer Cyclical,Lodging,Link Holdings Limited,2258000,-0.03576,3489999872,0.038,12.258063,0.2923077
8238.HK,Communication Services,Advertising Agencies,Winto Group (Holdings) Limited,800,-2.28627,432000000,0.22,,7.5517244
8239.HK,,,Capital Finance Holdings Limited,2000,,,0.1,6.325301,
8241.HK,Consumer Defensive,Packaged Foods,Ying Kee Tea House Group Limited,80000,-0.086210005,360000000,0.188,,1.9183674
8242.HK,Technology,Semiconductors,New Western Group Limited,300000,0.18441,1397779968,0.084,7.4774776,0.3516949
8243.HK,Communication Services,Advertising Agencies,"Dahe Media Co., Ltd.",4920000,-0.042729996,,0.105,2.245653,
8245.HK,Technology,Communication Equipment,On Real International Holdings Limited,9245000,-0.07402,3990000128,0.028,,2
8246.HK,Industrials,Engineering & Construction,Zhonghua Gas Holdings Limited,440000,0.19048999,3562149888,0.3,10.978556,23.076923
8247.HK,Healthcare,Diagnostics & Research,Biosino Bio-Technology and Science Incorporation,428000,0.02167,64286100,1.94,,6.043614
8249.HK,Technology,Electronic Components,Zhejiang RuiYuan Intelligent Control Technology Company Limited,5000,-0.03934,130000000,0.155,,
8250.HK,Energy,Thermal Coal,Silk Road Energy Services Group Limited,1000000,-0.05925,7492559872,0.022,,0.34374997
8255.HK,Technology,Software—Application,China Binary New Fintech Group,174000,-2.9105701,480000000,0.345,19.575579,3.8333333
8257.HK,Technology,Semiconductor Equipment & Materials,Genes Tech Group Holdings Company Limited,10000,0.09493,1000000000,0.246,,14.470588
8258.HK,Basic Materials,Specialty Chemicals,Shaanxi Northwest New Technology Industry Company Limited,20000,0.34236,331000000,0.083,7.289654,4.15
8259.HK,Industrials,Engineering & Construction,Hon Corporation Limited,3480000,-0.01808,480000000,0.181,0.9926622,10.411764
8260.HK,Industrials,Staffing & Employment Services,Yin He Holdings Limited,350000,0.09571999,1633560064,0.255,4.642857,0.27896994
8262.HK,Industrials,Engineering & Construction,Super Strong Holdings Limited,1220000,0.0299,800000000,0.28,,1.3658537
8265.HK,Consumer Cyclical,Luxury Goods,China Trustful Group Limited,180000,-0.043319996,3036199936,0.041,33.333332,0.16393442
8266.HK,Technology,Electronic Components,Zhuoxin International Holdings Limited,6400,-0.06322,412089984,0.191,,1.5241935
8267.HK,Communication Services,Electronic Gaming & Multimedia,"Linekong Interactive Group Co., Ltd.",34000,-0.46469003,368731008,0.7,,2.88
8268.HK,Industrials,Engineering & Construction,Deson Construction International Holdings Limited,1154000,-0.01588,1000000000,0.108,1.6488551,0.9908257
8269.HK,Consumer Defensive,Packaged Foods,Wealth Glory Holdings Limited,40000,-0.20482999,205434000,0.115,,0.22099447
8270.HK,Energy,Oil & Gas E&P,China CBM Group Company Limited,70000,-0.46683997,1319480064,0.049,,1.263158
8271.HK,Communication Services,Entertainment,Global Digital Creations Holdings Limited,350000,0.0,1518259968,0.115,,0.40350878
8272.HK,Consumer Cyclical,Restaurants,Chinese Food and Beverage Group Limited,10000,4.73911,79254000,0.119,0.11100746,0.91538465
8275.HK,Industrials,Engineering & Construction,Beaver Group (Holding) Company Limited,40000,-0.07175,600000000,0.059,,0.48360655
8277.HK,Basic Materials,Lumber & Wood Production,Steed Oriental (Holdings) Company Limited,2000,-0.0766,218732992,0.23,15.03268,0.73717946
8279.HK,Technology,Software—Application,AGTech Holdings Limited,240000,0.01625,11672299520,0.31,,1.1914062
8280.HK,Communication Services,Entertainment,China Digital Video Holdings Limited,996000,-0.62439996,618332032,0.045,,0.25555554
8281.HK,Consumer Defensive,Household & Personal Products,China Golden Classic Group Limited,40000,0.00936,1000000000,0.249,,7.7812495
8282.HK,Communication Services,Electronic Gaming & Multimedia,Gameone Holdings Limited,4000,-0.17679001,160000000,0.28,,0.98615915
8283.HK,Consumer Cyclical,Auto Parts,Zheng Li Holdings Limited,85000,-0.07083,2000000000,0.49,,33
8285.HK,Consumer Cyclical,Footwear & Accessories,Sling Group Holdings Limited,105000,-0.10172,560000000,0.082,,4.1000004
8286.HK,Technology,Communication Equipment,Shanxi Changcheng Microlight Equipment Co. Ltd.,15000,-0.39835998,110000000,0.149,,
8287.HK,Technology,Communication Equipment,Zioncom Holdings Limited,330000,-0.03125,660000000,0.275,,0.9751773
8290.HK,Technology,Software—Application,Ahsay Backup Software Development Company Limited,80000,0.03718,2000000000,0.031,,0.8421053
8291.HK,Consumer Cyclical,Packaging & Containers,Wan Cheng Metal Packaging Company Limited,5000,-0.07439,400000000,0.058,,1.6578948
8293.HK,Industrials,Staffing & Employment Services,SingAsia Holdings Limited,100000,-0.17938,1500000000,0.064,,15.749999
8295.HK,Financial Services,Capital Markets,ZZ Capital International Limited,480000,0.0,3550419968,0.77,,3.9896371
8296.HK,Consumer Cyclical,Personal Services,Sino-Life Group Limited,312000,-0.122200005,742499968,0.132,,5.5
8297.HK,Consumer Cyclical,Apparel Manufacturing,My Heart Bodibra Group Limited,5000,-0.26114,480000000,0.082,,4.666667
8299.HK,Basic Materials,Gold,Grand T G Gold Holdings Limited,1180800,0.06566,1496780032,0.037,,0.22981367
